date,open,high,low,close,volume,dividend,daily_return,rolling_volatility_ann,var_95_threshold
2025-01-30,1165.0,1193.3499755859375,1159.5999755859375,1183.1500244140625,1023976,0.0,0.023353370609219715,0.35892726275570774,-0.030042820274750737
2025-01-31,1180.0999755859375,1189.449951171875,1162.0999755859375,1171.9000244140625,931694,0.0,-0.009508515207588664,0.3589529363768961,-0.030042820274750737
2025-02-01,1179.449951171875,1179.449951171875,1136.449951171875,1142.5999755859375,404202,0.0,-0.02500217443273345,0.3608682329223064,-0.030042820274750737
2025-02-03,1135.0,1138.300048828125,1100.0999755859375,1125.4000244140625,619531,0.0,-0.015053344599499696,0.361993982534308,-0.030042820274750737
2025-02-04,1131.0999755859375,1174.949951171875,1131.0999755859375,1171.300048828125,751116,0.0,0.040785519298313755,0.39745155829434126,-0.030042820274750737
2025-02-05,1170.0999755859375,1211.9000244140625,1163.75,1191.75,1184630,0.0,0.017459190915543044,0.4034999130937376,-0.030042820274750737
2025-02-06,1191.0,1209.699951171875,1186.0999755859375,1191.800048828125,1115974,0.0,4.1996079819695e-05,0.394954859390411,-0.030042820274750737
2025-02-07,1185.0,1219.9000244140625,1175.3499755859375,1191.699951171875,1233173,0.0,-8.398863244585275e-05,0.3710308485660564,-0.030042820274750737
2025-02-10,1192.0,1195.8499755859375,1156.25,1177.1500244140625,567422,0.0,-0.012209387726755061,0.3557998749412653,-0.030042820274750737
2025-02-11,1179.0,1179.0,1137.25,1147.699951171875,424894,0.0,-0.025018113775979067,0.364542469630997,-0.030042820274750737
2025-02-12,1150.0999755859375,1155.199951171875,1120.5999755859375,1144.550048828125,614174,0.0,-0.002744534702239676,0.35572346927780085,-0.030042820274750737
2025-02-13,1146.0,1208.0,1146.0,1179.949951171875,1684066,0.0,0.0309290995007121,0.37076606090476494,-0.030042820274750737
2025-02-14,1190.949951171875,1199.0,1123.0,1131.3499755859375,1239852,0.0,-0.04118816695375094,0.3923515335108576,-0.030042820274750737
2025-02-17,1131.3499755859375,1173.0,1109.449951171875,1169.5999755859375,699945,0.0,0.03380916677015877,0.4045996351439201,-0.030042820274750737
2025-02-18,1161.0999755859375,1170.6500244140625,1138.5999755859375,1163.3499755859375,547034,0.0,-0.00534370736188583,0.4027833018714258,-0.030042820274750737
2025-02-19,1115.0,1138.550048828125,1052.699951171875,1135.199951171875,3754940,0.0,-0.02419738256313142,0.4104424387508703,-0.030042820274750737
2025-02-20,1125.0,1133.75,1107.0,1121.25,726288,0.0,-0.012288541025283095,0.3750439640814678,-0.030042820274750737
2025-02-21,1118.0,1126.8499755859375,1096.550048828125,1115.1500244140625,1093980,0.0,-0.005440334970735816,0.36686260716254765,-0.030042820274750737
2025-02-24,1114.9000244140625,1127.0,1096.550048828125,1101.800048828125,513334,0.0,-0.01197146150174011,0.35609891809385286,-0.030042820274750737
2025-02-25,1099.9000244140625,1109.800048828125,1076.0,1081.050048828125,856818,0.0,-0.01883281818880811,0.34523109301909355,-0.030042820274750737
2025-02-27,1081.6500244140625,1090.0,1065.8499755859375,1080.699951171875,884839,0.0,-0.0003238496280810743,0.33934404681888425,-0.030042820274750737
2025-02-28,1075.9000244140625,1076.3499755859375,1053.300048828125,1058.300048828125,795117,0.0,-0.02072721694810875,0.3304641039049595,-0.030042820274750737
